Id	Obec	Okres	Kraj	PSČ	X	Y
1366	Sušice	Přerov	Olomoucký kraj	75111	17537	49486
1379	Svébohov	Šumperk	Olomoucký kraj	78901	16839	49920
137D	Svésedlice	Olomouc	Olomoucký kraj	78354	17381	49572
13D3	Šišma	Přerov	Olomoucký kraj	75111	17588	49464
13DB	Šléglov	Šumperk	Olomoucký kraj	78825	16982	50153
13DF	Špičky	Přerov	Olomoucký kraj	75366	17807	49548
13E3	Štarnov	Olomouc	Olomoucký kraj	78314	17272	49686
13ED	Štěpánov	Olomouc	Olomoucký kraj	78313	17220	49684
13F2	Šternberk	Olomouc	Olomoucký kraj	78501	17298	49730
13FD	Štíty	Šumperk	Olomoucký kraj	78991	16765	49961
1402	Šubířov	Prostějov	Olomoucký kraj	79852	16813	49602
1407	Šumperk	Šumperk	Olomoucký kraj	78701	16971	49977
1408	Šumvald	Olomouc	Olomoucký kraj	78385	17132	49831
1432	Teplice nad Bečvou	Přerov	Olomoucký kraj	75301	17740	49528
143C	Těšetice	Olomouc	Olomoucký kraj	78346	17126	49593
1455	Tištín	Prostějov	Olomoucký kraj	79829	17165	49306
1464	Tovačov	Přerov	Olomoucký kraj	75101	17285	49429
1465	Tovéř	Olomouc	Olomoucký kraj	78316	17319	49640
147E	Troubelice	Olomouc	Olomoucký kraj	78383	17081	49817
147F	Troubky	Přerov	Olomoucký kraj	75102	17349	49432
1489	Tršice	Olomouc	Olomoucký kraj	78357	17427	49541
14BB	Třeština	Šumperk	Olomoucký kraj	78973	16963	49796
14C6	Tučín	Přerov	Olomoucký kraj	75116	17515	49454
14D6	Turovice	Přerov	Olomoucký kraj	75114	17580	49423
14E1	Tvorovice	Prostějov	Olomoucký kraj	79823	17222	49374
14E8	Týn nad Bečvou	Přerov	Olomoucký kraj	75131	17618	49517
14F7	Uhelná	Jeseník	Olomoucký kraj	79070	17027	50365
150F	Uhřičice	Přerov	Olomoucký kraj	75201	17290	49371
1515	Újezd	Olomouc	Olomoucký kraj	78396	17180	49764
153A	Uničov	Olomouc	Olomoucký kraj	78391	17121	49771
1542	Určice	Prostějov	Olomoucký kraj	79804	17073	49430
1547	Úsov	Šumperk	Olomoucký kraj	78973	17010	49798
1549	Ústí	Přerov	Olomoucký kraj	75301	17766	49516
154D	Ústín	Olomouc	Olomoucký kraj	78346	17157	49587
157F	Vápenná	Jeseník	Olomoucký kraj	79064	17097	50283
15B1	Velká Bystřice	Olomouc	Olomoucký kraj	78353	17364	49594
15B7	Velká Kraš	Jeseník	Olomoucký kraj	79058	17146	50363
15CB	Velké Kunětice	Jeseník	Olomoucký kraj	79052	17266	50316
15CC	Velké Losiny	Šumperk	Olomoucký kraj	78815	17040	50032
15E7	Velký Týnec	Olomouc	Olomoucký kraj	78372	17337	49552
15E8	Velký Újezd	Olomouc	Olomoucký kraj	78355	17483	49578
15F8	Vernířovice	Šumperk	Olomoucký kraj	78815	17130	50031
15F9	Věrovany	Olomouc	Olomoucký kraj	78375	17288	49461
1608	Veselíčko	Přerov	Olomoucký kraj	75125	17509	49532
1618	Věžky	Přerov	Olomoucký kraj	75119	17423	49405
1621	Víceměřice	Prostějov	Olomoucký kraj	79826	17171	49344
1625	Vícov	Prostějov	Olomoucký kraj	79803	16959	49488
162C	Vidnava	Jeseník	Olomoucký kraj	79055	17186	50372
1632	Vikantice	Šumperk	Olomoucký kraj	78825	16993	50136
1633	Vikýřovice	Šumperk	Olomoucký kraj	78813	17013	49976
1637	Vilémov	Olomouc	Olomoucký kraj	78322	16995	49635
1645	Vincencov	Prostějov	Olomoucký kraj	79804	17062	49405
1653	Vitčice	Prostějov	Olomoucký kraj	79827	17240	49311
1674	Vlčice	Jeseník	Olomoucký kraj	79065	17046	50345
1680	Vlkoš	Přerov	Olomoucký kraj	75119	17419	49395
16BF	Vranovice-Kelčice	Prostějov	Olomoucký kraj	79808	17111	49400
16CD	Vrbátky	Prostějov	Olomoucký kraj	79813	17200	49508
16E3	Vrchoslavice	Prostějov	Olomoucký kraj	79827	17219	49332
16F5	Vřesovice	Prostějov	Olomoucký kraj	79809	17139	49401
16FD	Všechovice	Přerov	Olomoucký kraj	75353	17758	49462
1717	Výkleky	Přerov	Olomoucký kraj	75125	17475	49554
173E	Vyšehoří	Šumperk	Olomoucký kraj	78901	16878	49933
1744	Výšovice	Prostějov	Olomoucký kraj	79809	17139	49416
174A	Zábeštní Lhota	Přerov	Olomoucký kraj	75127	17431	49511
1755	Zábřeh	Šumperk	Olomoucký kraj	78901	16872	49882
178A	Zámrsky	Přerov	Olomoucký kraj	75301	17827	49506
17A6	Zborov	Šumperk	Olomoucký kraj	78901	16835	49943
17BC	Zdětín	Prostějov	Olomoucký kraj	79843	16988	49505
17D8	Zlaté Hory	Jeseník	Olomoucký kraj	79376	17396	50263
17F7	Zvole	Šumperk	Olomoucký kraj	78901	16914	49839
1804	Žákovice	Přerov	Olomoucký kraj	75354	17660	49454
182B	Želatovice	Přerov	Olomoucký kraj	75116	17506	49444
182D	Želeč	Prostějov	Olomoucký kraj	79807	17097	49346
182E	Želechovice	Olomouc	Olomoucký kraj	78391	17144	49754
184C	Žerotín	Olomouc	Olomoucký kraj	78401	17186	49724
186F	Žulová	Jeseník	Olomoucký kraj	79065	17098	50309
